cod_ibge,uf,qnt_produzida
2800605,SE,1856.3999999999999
2804805,SE,229.5
2806701,SE,1263.1
2800407,SE,1105.0
2800670,SE,140.25
2801702,SE,1020.0
2803005,SE,714.0
2806206,SE,173.4
2807501,SE,884.0
2807600,SE,3315.0
2802106,SE,30574.5
2802809,SE,7446.0
2803203,SE,6783.0
2806305,SE,18496.0
1702208,TO,127.5
1702901,TO,20.4
1703891,TO,76.5
1707405,TO,42.5
1702109,TO,229.5
1705508,TO,22.099999999999998
1714880,TO,25.5
1722081,TO,88.39999999999999
1703909,TO,106.25
1706001,TO,7.6499999999999995
1707108,TO,22.099999999999998
1712504,TO,183.6
1718402,TO,4.25
1713601,TO,510.0
1718204,TO,476.0
1707009,TO,442.0
1303205,AM,42.5
1303809,AM,30.599999999999998
1302108,AM,2.55
1300607,AM,25.5
1301407,AM,23.8
1301506,AM,51.85
1304203,AM,141.95
1304260,AM,11.049999999999999
1300839,AM,6.8
1301100,AM,148.75
1301852,AM,178.5
1302553,AM,12.75
1302603,AM,83.3
1303536,AM,680.0
1303569,AM,136.0
1301902,AM,234.6
1302009,AM,17.0
1302900,AM,10.2
1303007,AM,3.4
1303403,AM,8.5
1303957,AM,15.299999999999999
1304302,AM,8.5
1304104,AM,21.25
1300144,AM,93.5
1301704,AM,17.0
1302702,AM,8.5
2903201,BA,594.15
2926202,BA,311.95
2908101,BA,5.1
2909109,BA,16.15
2929057,BA,314.5
2907202,BA,1907.3999999999999
2909901,BA,3378.75
2918407,BA,47608.5
2926004,BA,12.75
2930774,BA,456.45
2900207,BA,28.05
2907707,BA,450.5
2911402,BA,3958.45
2924009,BA,198.04999999999998
2927101,BA,73899.0
2902708,BA,225.25
2915353,BA,8.5
2922250,BA,34.0
2933604,BA,52.699999999999996
2903904,BA,32.3
2930154,BA,130.04999999999998
2930758,BA,20.4
2906006,BA,12.75
2930105,BA,3.4
2911303,BA,3.4
2914406,BA,17.0
2932408,BA,17.0
2914703,BA,4.25
2908200,BA,15.299999999999999
2910305,BA,4.25
2924108,BA,58.65
2918100,BA,850.0
2927606,BA,49.3
2906824,BA,238.0
2925808,BA,6.8
2916500,BA,387.59999999999997
2926509,BA,234.6
2926608,BA,34.0
2900306,BA,7049.9
2900702,BA,386.75
2901908,BA,551.65
2902054,BA,589.9
2902203,BA,24.65
2909604,BA,285.59999999999997
2913705,BA,265.2
2927002,BA,4455.7
2929701,BA,66.3
2907004,BA,395.25
2908606,BA,39400.9
2910503,BA,3252.95
2910602,BA,4442.95
2917904,BA,8584.15
2901106,BA,40.8
2907509,BA,29.75
2915908,BA,73.95
2921005,BA,635.8
2925204,BA,26.349999999999998
2929503,BA,31.45
2902302,BA,198.04999999999998
2904852,BA,2.55
2904902,BA,164.9
2908309,BA,13.6
2909802,BA,142.79999999999998
2911600,BA,11.9
2917805,BA,1286.05
2920601,BA,44.199999999999996
2922300,BA,1.7
2922508,BA,73.95
2927309,BA,7.6499999999999995
2928604,BA,253.29999999999998
2929008,BA,5.1
2929750,BA,1.7
2933174,BA,17.0
2905701,BA,353.59999999999997
2906501,BA,8.5
2910057,BA,33.15
2916104,BA,1.7
2919207,BA,4.25
2929206,BA,0.85
2930709,BA,6.8
2933208,BA,204.0
2904209,BA,44.199999999999996
2913002,BA,2.55
2931053,BA,6.8
2908804,BA,19.55
2923506,BA,34.0
2926707,BA,7.6499999999999995
2900603,BA,24.65
2901007,BA,23.8
2901957,BA,5.95
2914307,BA,6.8
2915106,BA,13.6
2917607,BA,29.75
2918001,BA,70.55
2918308,BA,723.35
2918803,BA,122.39999999999999
2922409,BA,8.5
2932101,BA,17.849999999999998
