cod_ibge,uf,qnt_produzida
3110004,MG,10448.00966
3111200,MG,12514.85647
3111507,MG,3606.9632149999998
3111804,MG,2821.589065
3112505,MG,2279.19724
3112604,MG,3752.75261
3113404,MG,21447.854059999998
3114303,MG,6987.526785
3115102,MG,4086.018415
3115300,MG,17490.58173
3115508,MG,4966.97329
3115904,MG,740.69304
3116209,MG,611.946955
3116407,MG,1122.324995
3116605,MG,6700.554295
3117306,MG,6628.92633
3117702,MG,3161.9946349999996
3117876,MG,1581.573105
3118007,MG,12859.868339999999
3118304,MG,30075.453960000003
3118601,MG,155197.532435
3119104,MG,5437.046205
3119401,MG,25497.943335
3119708,MG,794.12612
3120805,MG,3576.5616349999996
3120904,MG,18675.091774999997
3121605,MG,11037.61606
3122306,MG,55852.539075
3123205,MG,3080.002495
3123601,MG,6576.87514
3124104,MG,16700.60128
3125002,MG,905.59858
3126109,MG,15651.28614
3126307,MG,1027.2049
3127008,MG,4345.12279
3127107,MG,13935.90002
3127701,MG,64986.60165999999
3128303,MG,4379.20941
3128501,MG,864.832825
3128709,MG,12030.27371
3129509,MG,5875.565965
3129806,MG,42384.869450000006
3130101,MG,10263.066714999999
3130408,MG,1535.510105
3131000,MG,1462.9608799999999
3131109,MG,1751.5455749999999
3131158,MG,4358.941690000001
3131208,MG,4636.931895
3131307,MG,61570.799895
3131703,MG,28033.250855000002
3131901,MG,12205.77374
3132107,MG,4185.975125
3132404,MG,22520.66133
3133105,MG,3572.4159649999997
3133758,MG,3750.91009
3133808,MG,21754.403325
3134202,MG,24371.47267
3134301,MG,1376.8230700000001
3134400,MG,9235.861815
3135001,MG,725.7225649999999
3135100,MG,16668.81781
3135209,MG,15651.74677
3135407,MG,1104.360425
3136207,MG,18633.174445
3136306,MG,11052.81685
3136652,MG,6408.054245
3136702,MG,133014.28258
3137205,MG,12261.04934
3137601,MG,15372.14436
3138203,MG,24357.19314
3138401,MG,12135.297349999999
3138807,MG,4214.073555
3139003,MG,9830.304830000001
3139409,MG,21206.023309999997
3139508,MG,5272.83161
3139805,MG,2990.6402749999997
3140001,MG,14240.37645
3140159,MG,3642.20141
3140308,MG,928.16945
3140803,MG,3368.5871899999997
3141108,MG,8859.987734999999
3143104,MG,11066.405435
3143302,MG,96151.44557
3143906,MG,25333.959055
3144102,MG,4726.5244299999995
3144300,MG,9346.873645
3144359,MG,1636.15776
3144805,MG,22427.61407
3145059,MG,1725.7502949999998
3145208,MG,24929.525915
3145604,MG,9670.235905
3145901,MG,9263.2693
3146107,MG,17233.08956
3146909,MG,3667.0754300000003
3147006,MG,21773.749785
3147105,MG,22021.799039999998
3147204,MG,4996.223295
3147303,MG,4917.916195000001
3147402,MG,5724.2490099999995
3147907,MG,26709.63055
3148004,MG,35616.141915
3148103,MG,21215.69654
3148707,MG,5604.254894999999
3149309,MG,15004.791935000001
3149903,MG,4969.506755
3150901,MG,1267.65376
3151008,MG,1999.825145
3151206,MG,13092.256175
3151404,MG,6548.546394999999
3151503,MG,8092.578155
3151602,MG,2866.2701749999997
3151800,MG,39116.23897
3152006,MG,7427.19812
3152105,MG,13819.590945
3152501,MG,35535.992295000004
3153608,MG,2517.573265
3153806,MG,448.65362
3153905,MG,3800.427815
3154606,MG,78632.995725
3154705,MG,935.309215
3154804,MG,2423.83506
3155801,MG,4147.282205
3156304,MG,1919.214895
3156700,MG,31755.141255
3156908,MG,6116.24514
3157005,MG,9641.90716
3157203,MG,7340.829995
3157336,MG,2009.0377449999999
3157807,MG,51061.987075000005
3158607,MG,917.805275
3158953,MG,8302.39512
3159605,MG,10185.911189999999
3159902,MG,4306.199555
3160405,MG,6587.699945
3160702,MG,10676.712455
3160900,MG,868.28755
3161106,MG,13041.586875
3162005,MG,5912.18605
3162104,MG,8310.68646
3162500,MG,20934.942555
3162906,MG,6110.25695
3162922,MG,7530.37924
3162955,MG,5640.41435
3163201,MG,972.3899299999999
3163706,MG,10718.629785000001
3164704,MG,16563.103225
3165537,MG,7842.22575
3167202,MG,56185.34425
3167509,MG,603.655615
3168002,MG,7981.105695
3168606,MG,32536.369735
3168705,MG,21020.38942
3168804,MG,1879.3704
3169000,MG,3862.152235
3169307,MG,18554.406715
3169356,MG,7614.67453
3169406,MG,13157.205005
3169604,MG,5865.20179
3169901,MG,27176.018425000002
3170107,MG,78370.89725499999
3170206,MG,162739.88805500002
3170404,MG,19682.950215
3170701,MG,31693.18652
3170800,MG,9235.861815
3171006,MG,4765.6779799999995
3171204,MG,30366.802434999998
3171303,MG,18404.47165
3172004,MG,9984.385564999999
3172202,MG,585.691045
3200607,ES,24169.71673
3201100,ES,2300.3862200000003
3201209,ES,48866.39418
3201308,ES,89015.595925
3201506,ES,28624.239145
3202207,ES,5154.219384999999
3202405,ES,29596.398759999996
3203205,ES,41400.272825
3203908,ES,11688.716564999999
3204203,ES,5156.292219999999
3204906,ES,31007.078134999996
3205002,ES,123625.03097499999
3205101,ES,18594.481525
3205200,ES,117150.876325
3205309,ES,85109.22321
3300100,RJ,48405.533865000005
3300209,RJ,31347.944335
3300225,RJ,2939.5103449999997
3300233,RJ,8074.843900000001
3300258,RJ,7099.920505
3300308,RJ,23293.828785
3300407,RJ,42662.859655
3300456,RJ,118667.27028499999
3300605,RJ,8592.13139
3300704,RJ,53911.444255
3300803,RJ,13738.75038
