,cod_ibge,uf,qnt_produzida
3020,4322855,RS,236.5
3021,4322905,RS,862.5
3022,4323101,RS,760.0
3023,4323200,RS,15.0
3024,4323309,RS,65.0
3025,4323358,RS,80.0
3026,4323408,RS,25.5
3027,4323457,RS,137.5
3028,4323507,RS,75.5
3029,4323606,RS,31.0
3030,4323705,RS,47.0
3031,4323754,RS,116.0
3032,4323770,RS,34.5
3033,5000252,MS,127.5
3034,5000807,MS,7.0
3035,5000856,MS,2.5
3036,5001003,MS,8428.5
3037,5001102,MS,11.5
3038,5001508,MS,5.5
3039,5002001,MS,5.0
3040,5002100,MS,17.5
3041,5002209,MS,32.0
3042,5002704,MS,371.0
3043,5003108,MS,8.0
3044,5003207,MS,47.0
3045,5003306,MS,6.5
3046,5003488,MS,3144.0
3047,5003702,MS,12.5
3048,5003900,MS,40.0
3049,5004403,MS,75.0
3050,5004601,MS,0.5
3051,5004908,MS,817.0
3052,5005004,MS,37.5
3053,5005202,MS,2.5
3054,5006002,MS,8.5
3055,5006200,MS,21.0
3056,5006606,MS,76.0
3057,5007109,MS,16.0
3058,5007307,MS,240.0
3059,5007406,MS,5.0
3060,5007802,MS,71.5
3061,5007901,MS,129.5
3062,5007976,MS,10.0
3063,5008008,MS,444.0
3064,5008305,MS,2491.0
3065,5100250,MT,115.0
3066,5100300,MT,15.0
3067,5100805,MT,28.5
3068,5101209,MT,12.0
3069,5101407,MT,77.0
3070,5101605,MT,80.0
3071,5101902,MT,80.5
3072,5102504,MT,288.0
3073,5102637,MT,53.0
3074,5102678,MT,240.0
3075,5102702,MT,132.0
3076,5102793,MT,162.5
3077,5102850,MT,17.5
3078,5103007,MT,283.0
3079,5103205,MT,290.0
3080,5103254,MT,139.0
3081,5103304,MT,200.0
3082,5103379,MT,93.0
3083,5103437,MT,124.0
3084,5103452,MT,15.0
3085,5103502,MT,73.0
3086,5103957,MT,70.5
3087,5104104,MT,436.5
3088,5104526,MT,345.5
3089,5104906,MT,250.0
3090,5105002,MT,43.0
3091,5105150,MT,119.5
3092,5105176,MT,52.5
3093,5105200,MT,54.0
3094,5105234,MT,41.5
3095,5105259,MT,68.0
3096,5105580,MT,45.0
3097,5105606,MT,110.0
3098,5105903,MT,28.5
3099,5106208,MT,110.0
3100,5106216,MT,15.0
3101,5106224,MT,80.0
3102,5106232,MT,41.5
3103,5106265,MT,195.0
3104,5106273,MT,100.0
3105,5106299,MT,51.0
3106,5106372,MT,5.0
3107,5106422,MT,110.0
3108,5106752,MT,180.0
3109,5106828,MT,355.0
3110,5106851,MT,60.0
3111,5107008,MT,43.0
3112,5107065,MT,15.0
3113,5107107,MT,224.0
3114,5107305,MT,48.0
3115,5107602,MT,8.5
3116,5107701,MT,30.5
3117,5107800,MT,80.0
3118,5107909,MT,210.0
3119,5107958,MT,179.0
3120,5108055,MT,180.0
3121,5108808,MT,28.5
3122,5108857,MT,31.0
3123,5200050,GO,257.5
3124,5200100,GO,1611.5
3125,5200175,GO,8920.0
3126,5200258,GO,14.0
3127,5200308,GO,475.0
3128,5200803,GO,897.5
3129,5201108,GO,5820.0
3130,5201801,GO,22.5
3131,5202809,GO,139.0
3132,5203302,GO,513.0
3133,5203559,GO,1845.0
3134,5203609,GO,965.0
3135,5203906,GO,83.0
3136,5204003,GO,32.0
3137,5204250,GO,200.0
3138,5204508,GO,6109.5
3139,5204557,GO,117.0
3140,5204805,GO,102.0
3141,5204854,GO,1632.0
3142,5205000,GO,1605.0
3143,5205109,GO,3716.5
3144,5205455,GO,50.0
3145,5205497,GO,139.0
3146,5206503,GO,185.0
3147,5206800,GO,190.0
3148,5207535,GO,70.0
3149,5207907,GO,24.0
3150,5208004,GO,475.0
3151,5208152,GO,1680.0
3152,5208400,GO,5073.5
3153,5208707,GO,60.0
3154,5209101,GO,392.0
3155,5209200,GO,40.5
3156,5209291,GO,82.5
3157,5209705,GO,12125.0
3158,5209903,GO,7.5
3159,5209937,GO,750.0
3160,5209952,GO,1020.0
3161,5210000,GO,4172.5
3162,5210406,GO,14285.0
3163,5211206,GO,750.0
3164,5211404,GO,105.0
3165,5211503,GO,225.0
3166,5211800,GO,174.5
3167,5212303,GO,1984.5
3168,5212600,GO,213.5
3169,5212709,GO,1.5
3170,5212907,GO,1796.5
3171,5213806,GO,2174.0
3172,5214507,GO,2154.5
3173,5215405,GO,312.0
3174,5215702,GO,567.0
3175,5215801,GO,313.5
3176,5216007,GO,60.0
3177,5216403,GO,500.0
3178,5217104,GO,805.5
3179,5217302,GO,2037.5
3180,5217609,GO,70.0
3181,5217708,GO,2507.0
3182,5218789,GO,25.0
3183,5218805,GO,4221.0
3184,5219357,GO,325.5
3185,5219803,GO,10.0
3186,5219902,GO,71.0
3187,5220280,GO,267.0
3188,5220454,GO,523.5
3189,5220603,GO,600.5
3190,5220702,GO,1632.0
3191,5221197,GO,927.5
3192,5222005,GO,220.0
3193,5300108,DF,5569.0
