,cod_ibge,qnt_produzida,uf
646,4106555,14423.039999999999,PR
647,4107504,163461.12,PR
648,4107553,118220.85119999999,PR
649,4107702,76622.4,PR
650,4110805,67307.52,PR
651,4113734,265603.2864,PR
652,4114005,298016.064,PR
653,4118808,157316.304,PR
654,4121109,107692.03199999999,PR
655,4122503,205528.32,PR
656,4127205,46874.88,PR
657,4101150,30461.16,PR
658,4102109,116786.0592,PR
659,4102208,24564.239999999998,PR
660,4103404,15371.054399999999,PR
661,4105102,50781.119999999995,PR
662,4105904,7964.2224,PR
663,4108106,14935.3584,PR
664,4109203,16939.56,PR
665,4110003,38536.56,PR
666,4110904,4191.696,PR
667,4111902,54852.623999999996,PR
668,4113601,25961.471999999998,PR
669,4113809,23437.44,PR
670,4114104,52923.5424,PR
671,4116307,25267.3632,PR
672,4116406,8112.96,PR
673,4116901,21183.84,PR
674,4120408,9851.2368,PR
675,4123402,38761.92,PR
676,4123600,4507.2,PR
677,4124509,17519.486399999998,PR
678,4128302,14323.881599999999,PR
679,4100806,87382.5888,PR
680,4102802,79176.48,PR
681,4108007,35728.5744,PR
682,4116000,2495.4864,PR
683,4120002,13671.84,PR
684,4120333,41234.8704,PR
685,4120507,100195.056,PR
686,4126504,138325.968,PR
687,4107306,42647.1264,PR
688,4107801,49609.248,PR
689,4107900,57692.159999999996,PR
690,4111100,78042.16799999999,PR
691,4111605,40307.8896,PR
692,4117404,63559.032,PR
693,4125308,133527.3024,PR
694,4114203,35336.448,PR
695,4114807,130166.43359999999,PR
696,4115200,119628.59999999999,PR
697,4117503,48076.799999999996,PR
698,4126256,32584.051199999998,PR
699,4101408,121469.04,PR
700,4101507,122257.8,PR
701,4103503,39963.84,PR
702,4103800,38386.32,PR
703,4112108,20943.456,PR
704,4114906,118178.784,PR
705,4115754,22235.52,PR
706,4117297,19456.079999999998,PR
707,4122701,48640.2,PR
708,4103701,198406.944,PR
709,4109807,81347.448,PR
710,4113700,312048.48,PR
711,4119657,37259.52,PR
712,4122404,142525.176,PR
713,4126678,103389.1584,PR
714,4103206,27343.68,PR
715,4103305,57908.5056,PR
716,4106852,40859.2704,PR
717,4107603,59720.4,PR
718,4113106,50961.407999999996,PR
719,4115507,19335.888,PR
720,4122107,37499.904,PR
721,4101655,61063.5456,PR
722,4101853,63671.712,PR
723,4104402,112048.992,PR
724,4108551,19525.1904,PR
725,4108700,13401.408,PR
726,4111506,95038.8192,PR
727,4112504,49224.6336,PR
728,4113429,28755.935999999998,PR
729,4113759,38108.376,PR
730,4114500,149224.3776,PR
731,4117271,52343.616,PR
732,4122172,24789.6,PR
733,4122651,19230.72,PR
734,4125001,88593.5232,PR
735,4125803,67608.0,PR
736,4101903,135892.08,PR
737,4112702,41270.928,PR
738,4117214,24305.8272,PR
739,4121307,62940.0432,PR
740,4123204,30585.8592,PR
741,4124707,129505.37759999999,PR
742,4126009,71533.7712,PR
743,4128401,60219.1968,PR
744,4100103,41657.044799999996,PR
745,4101101,59238.1296,PR
746,4102406,90482.04,PR
747,4106001,69215.568,PR
748,4106407,169593.9168,PR
749,4111001,64741.4208,PR
750,4113403,105728.3952,PR
751,4116604,30187.7232,PR
752,4117008,80417.4624,PR
753,4121901,52360.1424,PR
754,4123105,20443.1568,PR
755,4123907,146715.3696,PR
756,4124301,38079.8304,PR
757,4126405,162042.85439999998,PR
758,4102703,31397.155199999997,PR
759,4103602,101054.4288,PR
760,4111803,34419.984,PR
761,4112900,50322.888,PR
762,4121802,10763.1936,PR
763,4124103,97265.376,PR
764,4106100,41541.36,PR
765,4107009,45046.4592,PR
766,4107751,9532.728,PR
767,4109708,55162.1184,PR
768,4111704,28503.5328,PR
769,4112306,30769.152,PR
770,4119202,19875.2496,PR
771,4126207,15775.199999999999,PR
772,4104709,13055.856,PR
773,4109005,35862.288,PR
774,4112801,13701.887999999999,PR
775,4120705,2255.1023999999998,PR
776,4122909,16992.144,PR
777,4124004,56685.551999999996,PR
778,4125407,98315.5536,PR
779,4126603,31532.371199999998,PR
780,4127809,71807.208,PR
781,4128500,111817.6224,PR
782,4110078,16841.904,PR
783,4117305,195004.008,PR
784,4121703,132226.224,PR
785,4127106,2779.44,PR
786,4127502,570198.36,PR
787,4128534,104047.2096,PR
788,4101606,200998.584,PR
789,4112009,148737.6,PR
790,4119400,211387.68,PR
791,4126306,77313.504,PR
792,4104659,133187.76,PR
793,4104907,347805.6,PR
794,4117701,284163.936,PR
795,4119905,387692.8176,PR
796,4102000,351097.35839999997,PR
797,4107157,18404.399999999998,PR
798,4107538,29882.736,PR
799,4108205,84950.2032,PR
800,4108809,164990.5632,PR
801,4110656,29900.7648,PR
802,4112751,67253.4336,PR
803,4114609,158901.33599999998,PR
804,4115358,108172.8,PR
805,4115853,30648.96,PR
806,4117222,66535.2864,PR
807,4117453,80138.016,PR
808,4117909,223486.5072,PR
809,4118451,25578.36,PR
810,4120853,40865.28,PR
811,4123501,137830.176,PR
812,4125456,13535.1216,PR
